countryIsoCode,country,indexCode,index,dimension,indicatorCode,indicator,year,value,note
AZE,Azerbaijan,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,97.453,
AZE,Azerbaijan,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,97.565,
BDI,Burundi,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,75.944,
BDI,Burundi,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,54.856,
BDI,Burundi,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,0.033,
BDI,Burundi,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,0.058,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,36.604,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,35.336,
BDI,Burundi,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,0.743,
BDI,Burundi,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,0.709,
BDI,Burundi,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,10.517,
BDI,Burundi,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,10.105,
BDI,Burundi,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,10.117,
BDI,Burundi,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,10.269,
BDI,Burundi,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,10.92,
BDI,Burundi,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,9.946,
BDI,Burundi,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.905,
BDI,Burundi,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.929,
BDI,Burundi,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.535,
BDI,Burundi,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.499,
BDI,Burundi,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,724.8,
BDI,Burundi,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,657.839,
BDI,Burundi,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,876.539,
BDI,Burundi,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,807.332,
BDI,Burundi,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,799.884,
BDI,Burundi,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,732.043,
BDI,Burundi,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.404,
BDI,Burundi,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.423,
BDI,Burundi,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.384,
BDI,Burundi,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.407,
BDI,Burundi,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.424,
BDI,Burundi,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.438,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.256,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.272,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,40.97,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,39.488,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,33.377,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,39.519,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,35.465,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,27.001,
BDI,Burundi,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,57.081,
BDI,Burundi,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,62.351,
BDI,Burundi,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,58.398,
BDI,Burundi,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,64.347,
BDI,Burundi,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,55.714,
BDI,Burundi,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,60.339,
BDI,Burundi,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,73.38,
BDI,Burundi,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,78.51,
BDI,Burundi,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,72.51,
BDI,Burundi,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,78.77,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,36.634,
BDI,Burundi,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,35.697,
BDI,Burundi,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,2.102,
BDI,Burundi,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2019,1.68,
BDI,Burundi,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,608.008,
BDI,Burundi,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,479.29,
BDI,Burundi,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,2.293,
BDI,Burundi,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,3.129,
BDI,Burundi,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,1.828,
BDI,Burundi,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,2.492,
BDI,Burundi,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,2.781,
BDI,Burundi,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,3.852,
BDI,Burundi,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.401,
BDI,Burundi,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2019,0.42,
BDI,Burundi,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,36.054,
BDI,Burundi,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,38.75,
BDI,Burundi,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,63.946,
BDI,Burundi,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,61.25,
BDI,Burundi,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,7.41,
BDI,Burundi,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,7.8,
BDI,Burundi,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,10.925,
BDI,Burundi,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,13.047,
BEL,Belgium,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,10.265,
BEL,Belgium,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,5.304,
BEL,Belgium,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,10.535,
BEL,Belgium,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,8.642,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,9.201,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,7.353,
BEL,Belgium,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,16.429,
BEL,Belgium,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,13.996,
BEL,Belgium,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,19.218,
BEL,Belgium,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,19.568,
BEL,Belgium,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,20.121,
BEL,Belgium,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,20.62,
BEL,Belgium,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,18.326,
BEL,Belgium,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,18.546,
BEL,Belgium,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.967,
BEL,Belgium,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.971,
BEL,Belgium,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.092,
BEL,Belgium,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.048,
BEL,Belgium,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,36233.937,
BEL,Belgium,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,40880.362,
BEL,Belgium,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,61676.604,
BEL,Belgium,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,64417.099,
BEL,Belgium,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,48706.831,
BEL,Belgium,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,52490.462,
BEL,Belgium,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.913,
BEL,Belgium,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.936,
BEL,Belgium,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.896,
BEL,Belgium,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.922,
BEL,Belgium,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.926,
BEL,Belgium,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.949,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.828,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.867,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,10.515,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,6.577,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,13.107,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,11.809,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,3.981,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,3.674,
BEL,Belgium,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,80.033,
BEL,Belgium,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,81.831,
BEL,Belgium,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,82.622,
BEL,Belgium,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,83.997,
BEL,Belgium,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,77.352,
BEL,Belgium,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,79.595,
BEL,Belgium,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,47.71,
BEL,Belgium,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,49.83,
BEL,Belgium,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,60.79,
BEL,Belgium,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,59.12,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2010,9.31,
BEL,Belgium,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,7.372,
BEL,Belgium,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,26.782,
BEL,Belgium,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2019,23.597,
BEL,Belgium,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,5.925,
BEL,Belgium,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,4.603,
BEL,Belgium,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,11.416,
BEL,Belgium,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,12.376,
BEL,Belgium,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,11.173,
BEL,Belgium,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,12.319,
BEL,Belgium,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,11.677,
BEL,Belgium,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,12.435,
BEL,Belgium,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.763,
BEL,Belgium,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2019,0.805,
BEL,Belgium,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,38.914,
BEL,Belgium,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,43.333,
BEL,Belgium,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,61.086,
BEL,Belgium,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,56.667,
BEL,Belgium,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,77.086,
BEL,Belgium,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,87.21,
BEL,Belgium,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,82.382,
BEL,Belgium,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,89.705,
BEN,Benin,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,95.85,
BEN,Benin,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,93.897,
BEN,Benin,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,0.495,
BEN,Benin,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,0.579,
BEN,Benin,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,39.017,
BEN,Benin,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,2.079,
BEN,Benin,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,1.779,
BEN,Benin,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,10.69,
BEN,Benin,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,10.768,
BEN,Benin,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,9.144,
BEN,Benin,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,9.858,
BEN,Benin,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,12.194,
BEN,Benin,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,11.654,
BEN,Benin,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.844,
BEN,Benin,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.846,
BEN,Benin,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.636,
BEN,Benin,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.652,
BEN,Benin,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,2465.719,
BEN,Benin,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,2456.178,
BEN,Benin,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,2774.724,
BEN,Benin,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,3791.704,
BEN,Benin,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,2619.711,
BEN,Benin,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,3124.691,
BEN,Benin,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.481,
BEN,Benin,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.506,
BEN,Benin,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.44,
BEN,Benin,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.463,
BEN,Benin,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.521,
BEN,Benin,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.547,
BEN,Benin,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.308,
BEN,Benin,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,43.694,
BEN,Benin,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,39.26,
BEN,Benin,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,38.313,
BEN,Benin,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,34.097,
BEN,Benin,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,58.363,
BEN,Benin,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,60.454,
BEN,Benin,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,59.68,
BEN,Benin,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,61.858,
BEN,Benin,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,57.014,
BEN,Benin,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,59.05,
BEN,Benin,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,74.64,
BEN,Benin,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,54.89,
BEN,Benin,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,76.08,
BEN,Benin,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,69.08,
BEN,Benin,IHDI,Inequality-adjusted Human Development Index,,loss,Overall loss (%),2019,39.13,
BEN,Benin,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2010,4.947,
BEN,Benin,PHDI,Planetary pressures–adjusted Human Development Index,,mf,Material footprint per capita (tonnes),2019,3.68,
BEN,Benin,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2010,598.166,
BEN,Benin,GII,Gender Inequality Index,,mmr,"Maternal Mortality Ratio (deaths per 100,000 live births)",2019,521.867,
BEN,Benin,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2010,2.561,
BEN,Benin,HDI,Human Development Index,,mys,Mean Years of Schooling (years),2019,3.034,
BEN,Benin,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2010,1.587,
BEN,Benin,GDI,Gender Development Index,,mys_f,"Mean Years of Schooling, female (years)",2019,1.963,
BEN,Benin,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2010,3.719,
BEN,Benin,GDI,Gender Development Index,,mys_m,"Mean Years of Schooling, male (years)",2019,4.295,
BEN,Benin,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2010,0.471,
BEN,Benin,PHDI,Planetary pressures–adjusted Human Development Index,,phdi,Planetary pressures–adjusted Human Development Index (value),2019,0.497,
BEN,Benin,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2010,10.843,
BEN,Benin,GII,Gender Inequality Index,,pr_f,"Share of seats in parliament, female (% held by women)",2019,7.229,
BEN,Benin,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2010,89.157,
BEN,Benin,GII,Gender Inequality Index,,pr_m,"Share of seats in parliament, male (% held by men)",2019,92.771,
BEN,Benin,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2010,6.732,
BEN,Benin,GII,Gender Inequality Index,,se_f,"Population with at least some secondary education, female (% ages 25 and older)",2019,8.464,
BEN,Benin,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2010,18.726,
BEN,Benin,GII,Gender Inequality Index,,se_m,"Population with at least some secondary education, male (% ages 25 and older)",2019,20.728,
BFA,Burkina Faso,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2010,129.541,
BFA,Burkina Faso,GII,Gender Inequality Index,,abr,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",2019,113.416,
BFA,Burkina Faso,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2010,0.126,
BFA,Burkina Faso,PHDI,Planetary pressures–adjusted Human Development Index,,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),2019,0.263,
BFA,Burkina Faso,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2010,39.57,
BFA,Burkina Faso,IHDI,Inequality-adjusted Human Development Index,,coef_ineq,Coefficient of human inequality,2019,38.319,
BFA,Burkina Faso,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2010,0.806,
BFA,Burkina Faso,PHDI,Planetary pressures–adjusted Human Development Index,,diff_hdi_phdi,Difference from HDI value (%),2019,1.121,
BFA,Burkina Faso,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2010,6.557,
BFA,Burkina Faso,HDI,Human Development Index,,eys,Expected Years of Schooling (years),2019,8.914,
BFA,Burkina Faso,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2010,6.012,
BFA,Burkina Faso,GDI,Gender Development Index,,eys_f,"Expected Years of Schooling, female (years)",2019,8.783,
BFA,Burkina Faso,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2010,7.09,
BFA,Burkina Faso,GDI,Gender Development Index,,eys_m,"Expected Years of Schooling, male (years)",2019,9.045,
BFA,Burkina Faso,GDI,Gender Development Index,,gdi,Gender Development Index (value),2010,0.865,
BFA,Burkina Faso,GDI,Gender Development Index,,gdi,Gender Development Index (value),2019,0.88,
BFA,Burkina Faso,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2010,0.602,
BFA,Burkina Faso,GII,Gender Inequality Index,,gii,Gender Inequality Index (value),2019,0.594,
BFA,Burkina Faso,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2010,1366.955,
BFA,Burkina Faso,GDI,Gender Development Index,,gni_pc_f,"Gross National Income Per Capita, female (2017 PPP$)",2019,1464.29,
BFA,Burkina Faso,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2010,1866.591,
BFA,Burkina Faso,GDI,Gender Development Index,,gni_pc_m,"Gross National Income Per Capita, male (2017 PPP$)",2019,2527.189,
BFA,Burkina Faso,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2010,1614.946,
BFA,Burkina Faso,HDI,Human Development Index,,gnipc,Gross National Income Per Capita (2017 PPP$),2019,1993.479,
BFA,Burkina Faso,HDI,Human Development Index,,hdi,Human Development Index (value),2010,0.372,
BFA,Burkina Faso,HDI,Human Development Index,,hdi,Human Development Index (value),2019,0.446,
BFA,Burkina Faso,GDI,Gender Development Index,,hdi_f,HDI female,2010,0.345,
BFA,Burkina Faso,GDI,Gender Development Index,,hdi_f,HDI female,2019,0.416,
BFA,Burkina Faso,GDI,Gender Development Index,,hdi_m,HDI male,2010,0.399,
BFA,Burkina Faso,GDI,Gender Development Index,,hdi_m,HDI male,2019,0.472,
BFA,Burkina Faso,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2010,0.225,
BFA,Burkina Faso,IHDI,Inequality-adjusted Human Development Index,,ihdi,Inequality-adjusted Human Development Index (value),2019,0.274,
BFA,Burkina Faso,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2010,38.648,
BFA,Burkina Faso,IHDI,Inequality-adjusted Human Development Index,,ineq_edu,Inequality in eduation,2019,38.648,
BFA,Burkina Faso,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2010,40.437,
BFA,Burkina Faso,IHDI,Inequality-adjusted Human Development Index,,ineq_inc,Inequality in income,2019,43.381,
BFA,Burkina Faso,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2010,39.625,
BFA,Burkina Faso,IHDI,Inequality-adjusted Human Development Index,,ineq_le,Inequality in life expectancy,2019,32.928,
BFA,Burkina Faso,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2010,56.477,
BFA,Burkina Faso,HDI,Human Development Index,,le,Life Expectancy at Birth (years),2019,60.039,
BFA,Burkina Faso,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2010,57.888,
BFA,Burkina Faso,GDI,Gender Development Index,,le_f,"Life Expectancy at Birth, female (years)",2019,61.822,
BFA,Burkina Faso,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2010,54.959,
BFA,Burkina Faso,GDI,Gender Development Index,,le_m,"Life Expectancy at Birth, male (years)",2019,58.173,
BFA,Burkina Faso,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2010,73.52,
BFA,Burkina Faso,GII,Gender Inequality Index,,lfpr_f,"Labour force participation rate, female (% ages 15 and older)",2019,34.1,
BFA,Burkina Faso,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2010,83.37,
BFA,Burkina Faso,GII,Gender Inequality Index,,lfpr_m,"Labour force participation rate, male (% ages 15 and older)",2019,48.63,
